service_id,date,exception_type,exception_note,schedule_type
76360-1111111-0,20230129,1,Old Town to Airport Shuttle,ERRdow
72985-0000001-0,20230129,1,Coronado Ferry - Sun,SU
79335-0000001-0,20230129,1,FINAL,SU
79407-0000001-0,20230129,1,FINAL,SU
79779-0000001-0,20230129,1,PRODUCTION,SU
79793-0000001-0,20230129,1,Schedule #122,SU
76360-1111111-0,20230130,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20230130,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20230130,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
79397-1111100-0,20230130,1,FINAL,WD
79337-1111100-0,20230130,1,FINAL,WD
79398-1111100-0,20230130,1,FINAL,WD
79409-1111100-0,20230130,1,FINAL,WD
7940929-1111100-29,20230130,1,FINAL San Ysidro High School,WD
7940951-1111100-51,20230130,1,FINAL San Ysidro HIgh School,WD
79332-1111100-0,20230130,1,FINAL,WD
79333-1111100-0,20230130,1,FINAL,WD
793337-1111100-7,20230130,1,FINAL Rural 888,WD
79777-1111100-0,20230130,1,PRODUCTION,WD
7977715-1111100-15,20230130,1,PRODUCTION SD Mesa College,WD
7977721-1111100-21,20230130,1,PRODUCTION UCSD,WD
79791-1111100-0,20230130,1,Schedule #122,WD
76360-1111111-0,20230131,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20230131,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20230131,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
79397-1111100-0,20230131,1,FINAL,WD
79337-1111100-0,20230131,1,FINAL,WD
79398-1111100-0,20230131,1,FINAL,WD
79409-1111100-0,20230131,1,FINAL,WD
7940929-1111100-29,20230131,1,FINAL San Ysidro High School,WD
7940951-1111100-51,20230131,1,FINAL San Ysidro HIgh School,WD
79332-1111100-0,20230131,1,FINAL,WD
79333-1111100-0,20230131,1,FINAL,WD
79777-1111100-0,20230131,1,PRODUCTION,WD
7977715-1111100-15,20230131,1,PRODUCTION SD Mesa College,WD
7977721-1111100-21,20230131,1,PRODUCTION UCSD,WD
79791-1111100-0,20230131,1,Schedule #122,WD
76360-1111111-0,20230201,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20230201,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20230201,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
79397-1111100-0,20230201,1,FINAL,WD
79337-1111100-0,20230201,1,FINAL,WD
79398-1111100-0,20230201,1,FINAL,WD
79409-1111100-0,20230201,1,FINAL,WD
7940929-1111100-29,20230201,1,FINAL San Ysidro High School,WD
7940951-1111100-51,20230201,1,FINAL San Ysidro HIgh School,WD
79332-1111100-0,20230201,1,FINAL,WD
79333-1111100-0,20230201,1,FINAL,WD
79777-1111100-0,20230201,1,PRODUCTION,WD
7977715-1111100-15,20230201,1,PRODUCTION SD Mesa College,WD
7977721-1111100-21,20230201,1,PRODUCTION UCSD,WD
79791-1111100-0,20230201,1,Schedule #122,WD
76360-1111111-0,20230202,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20230202,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20230202,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
79397-1111100-0,20230202,1,FINAL,WD
79337-1111100-0,20230202,1,FINAL,WD
79398-1111100-0,20230202,1,FINAL,WD
79409-1111100-0,20230202,1,FINAL,WD
7940929-1111100-29,20230202,1,FINAL San Ysidro High School,WD
7940951-1111100-51,20230202,1,FINAL San Ysidro HIgh School,WD
79332-1111100-0,20230202,1,FINAL,WD
79333-1111100-0,20230202,1,FINAL,WD
7933311-1111100-11,20230202,1,FINAL Rural 892,WD
79777-1111100-0,20230202,1,PRODUCTION,WD
7977715-1111100-15,20230202,1,PRODUCTION SD Mesa College,WD
7977721-1111100-21,20230202,1,PRODUCTION UCSD,WD
79791-1111100-0,20230202,1,Schedule #122,WD
76360-1111111-0,20230203,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20230203,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20230203,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
7298755-1111100-55,20230203,1,Coronado Ferry - M-F with Events Coronado Ferry "Friday Trips",WD
79397-1111100-0,20230203,1,FINAL,WD
79337-1111100-0,20230203,1,FINAL,WD
79398-1111100-0,20230203,1,FINAL,WD
79409-1111100-0,20230203,1,FINAL,WD
7940929-1111100-29,20230203,1,FINAL San Ysidro High School,WD
7940951-1111100-51,20230203,1,FINAL San Ysidro HIgh School,WD
79332-1111100-0,20230203,1,FINAL,WD
79333-1111100-0,20230203,1,FINAL,WD
793337-1111100-7,20230203,1,FINAL Rural 888,WD
793339-1111100-9,20230203,1,FINAL Rural 891,WD
79777-1111100-0,20230203,1,PRODUCTION,WD
7977715-1111100-15,20230203,1,PRODUCTION SD Mesa College,WD
7977721-1111100-21,20230203,1,PRODUCTION UCSD,WD
79791-1111100-0,20230203,1,Schedule #122,WD
76360-1111111-0,20230204,1,Old Town to Airport Shuttle,ERRdow
72986-0000010-0,20230204,1,Coronado Ferry - Sat,SA
79339-0000010-0,20230204,1,FINAL,SA
79334-0000010-0,20230204,1,FINAL,SA
79408-0000010-0,20230204,1,FINAL,SA
79778-0000010-0,20230204,1,PRODUCTION,SA
79792-0000010-0,20230204,1,Schedule #122,SA
76360-1111111-0,20230205,1,Old Town to Airport Shuttle,ERRdow
72985-0000001-0,20230205,1,Coronado Ferry - Sun,SU
79335-0000001-0,20230205,1,FINAL,SU
79407-0000001-0,20230205,1,FINAL,SU
79779-0000001-0,20230205,1,PRODUCTION,SU
79793-0000001-0,20230205,1,Schedule #122,SU
76360-1111111-0,20230206,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20230206,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20230206,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
79397-1111100-0,20230206,1,FINAL,WD
79337-1111100-0,20230206,1,FINAL,WD
79398-1111100-0,20230206,1,FINAL,WD
79409-1111100-0,20230206,1,FINAL,WD
7940929-1111100-29,20230206,1,FINAL San Ysidro High School,WD
7940951-1111100-51,20230206,1,FINAL San Ysidro HIgh School,WD
79332-1111100-0,20230206,1,FINAL,WD
79333-1111100-0,20230206,1,FINAL,WD
793337-1111100-7,20230206,1,FINAL Rural 888,WD
79777-1111100-0,20230206,1,PRODUCTION,WD
7977715-1111100-15,20230206,1,PRODUCTION SD Mesa College,WD
7977721-1111100-21,20230206,1,PRODUCTION UCSD,WD
79791-1111100-0,20230206,1,Schedule #122,WD
76360-1111111-0,20230207,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20230207,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20230207,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
79397-1111100-0,20230207,1,FINAL,WD
79337-1111100-0,20230207,1,FINAL,WD
79398-1111100-0,20230207,1,FINAL,WD
79409-1111100-0,20230207,1,FINAL,WD
7940929-1111100-29,20230207,1,FINAL San Ysidro High School,WD
7940951-1111100-51,20230207,1,FINAL San Ysidro HIgh School,WD
79332-1111100-0,20230207,1,FINAL,WD
79333-1111100-0,20230207,1,FINAL,WD
79777-1111100-0,20230207,1,PRODUCTION,WD
7977715-1111100-15,20230207,1,PRODUCTION SD Mesa College,WD
7977721-1111100-21,20230207,1,PRODUCTION UCSD,WD
79791-1111100-0,20230207,1,Schedule #122,WD
76360-1111111-0,20230208,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20230208,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20230208,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
79397-1111100-0,20230208,1,FINAL,WD
79337-1111100-0,20230208,1,FINAL,WD
79398-1111100-0,20230208,1,FINAL,WD
79409-1111100-0,20230208,1,FINAL,WD
7940929-1111100-29,20230208,1,FINAL San Ysidro High School,WD
7940951-1111100-51,20230208,1,FINAL San Ysidro HIgh School,WD
79332-1111100-0,20230208,1,FINAL,WD
79333-1111100-0,20230208,1,FINAL,WD
79777-1111100-0,20230208,1,PRODUCTION,WD
7977715-1111100-15,20230208,1,PRODUCTION SD Mesa College,WD
7977721-1111100-21,20230208,1,PRODUCTION UCSD,WD
79791-1111100-0,20230208,1,Schedule #122,WD
76360-1111111-0,20230209,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20230209,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20230209,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
79397-1111100-0,20230209,1,FINAL,WD
79337-1111100-0,20230209,1,FINAL,WD
79398-1111100-0,20230209,1,FINAL,WD
79409-1111100-0,20230209,1,FINAL,WD
7940929-1111100-29,20230209,1,FINAL San Ysidro High School,WD
7940951-1111100-51,20230209,1,FINAL San Ysidro HIgh School,WD
79332-1111100-0,20230209,1,FINAL,WD
79333-1111100-0,20230209,1,FINAL,WD
7933311-1111100-11,20230209,1,FINAL Rural 892,WD
79777-1111100-0,20230209,1,PRODUCTION,WD
7977715-1111100-15,20230209,1,PRODUCTION SD Mesa College,WD
7977721-1111100-21,20230209,1,PRODUCTION UCSD,WD
79791-1111100-0,20230209,1,Schedule #122,WD
76360-1111111-0,20230210,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20230210,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20230210,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
7298755-1111100-55,20230210,1,Coronado Ferry - M-F with Events Coronado Ferry "Friday Trips",WD
79397-1111100-0,20230210,1,FINAL,WD
79337-1111100-0,20230210,1,FINAL,WD
79398-1111100-0,20230210,1,FINAL,WD
79409-1111100-0,20230210,1,FINAL,WD
7940929-1111100-29,20230210,1,FINAL San Ysidro High School,WD
79332-1111100-0,20230210,1,FINAL,WD
79333-1111100-0,20230210,1,FINAL,WD
793337-1111100-7,20230210,1,FINAL Rural 888,WD
793339-1111100-9,20230210,1,FINAL Rural 891,WD
79777-1111100-0,20230210,1,PRODUCTION,WD
7977715-1111100-15,20230210,1,PRODUCTION SD Mesa College,WD
7977721-1111100-21,20230210,1,PRODUCTION UCSD,WD
79791-1111100-0,20230210,1,Schedule #122,WD
76360-1111111-0,20230211,1,Old Town to Airport Shuttle,ERRdow
72986-0000010-0,20230211,1,Coronado Ferry - Sat,SA
79339-0000010-0,20230211,1,FINAL,SA
79334-0000010-0,20230211,1,FINAL,SA
79408-0000010-0,20230211,1,FINAL,SA
79778-0000010-0,20230211,1,PRODUCTION,SA
79792-0000010-0,20230211,1,Schedule #122,SA
76360-1111111-0,20230212,1,Old Town to Airport Shuttle,ERRdow
72985-0000001-0,20230212,1,Coronado Ferry - Sun,SU
79335-0000001-0,20230212,1,FINAL,SU
79407-0000001-0,20230212,1,FINAL,SU
79779-0000001-0,20230212,1,PRODUCTION,SU
79793-0000001-0,20230212,1,Schedule #122,SU
76360-1111111-0,20230213,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20230213,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20230213,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
79397-1111100-0,20230213,1,FINAL,WD
79337-1111100-0,20230213,1,FINAL,WD
79398-1111100-0,20230213,1,FINAL,WD
79409-1111100-0,20230213,1,FINAL,WD
7940929-1111100-29,20230213,1,FINAL San Ysidro High School,WD
7940951-1111100-51,20230213,1,FINAL San Ysidro HIgh School,WD
79332-1111100-0,20230213,1,FINAL,WD
79333-1111100-0,20230213,1,FINAL,WD
793337-1111100-7,20230213,1,FINAL Rural 888,WD
79777-1111100-0,20230213,1,PRODUCTION,WD
7977715-1111100-15,20230213,1,PRODUCTION SD Mesa College,WD
7977721-1111100-21,20230213,1,PRODUCTION UCSD,WD
79791-1111100-0,20230213,1,Schedule #122,WD
76360-1111111-0,20230214,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20230214,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20230214,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
79397-1111100-0,20230214,1,FINAL,WD
79337-1111100-0,20230214,1,FINAL,WD
79398-1111100-0,20230214,1,FINAL,WD
79409-1111100-0,20230214,1,FINAL,WD
7940929-1111100-29,20230214,1,FINAL San Ysidro High School,WD
7940951-1111100-51,20230214,1,FINAL San Ysidro HIgh School,WD
79332-1111100-0,20230214,1,FINAL,WD
79333-1111100-0,20230214,1,FINAL,WD
79777-1111100-0,20230214,1,PRODUCTION,WD
7977715-1111100-15,20230214,1,PRODUCTION SD Mesa College,WD
7977721-1111100-21,20230214,1,PRODUCTION UCSD,WD
79791-1111100-0,20230214,1,Schedule #122,WD
76360-1111111-0,20230215,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20230215,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20230215,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
79397-1111100-0,20230215,1,FINAL,WD
79337-1111100-0,20230215,1,FINAL,WD
79398-1111100-0,20230215,1,FINAL,WD
79409-1111100-0,20230215,1,FINAL,WD
7940929-1111100-29,20230215,1,FINAL San Ysidro High School,WD
7940951-1111100-51,20230215,1,FINAL San Ysidro HIgh School,WD
79332-1111100-0,20230215,1,FINAL,WD
79333-1111100-0,20230215,1,FINAL,WD
79777-1111100-0,20230215,1,PRODUCTION,WD
7977715-1111100-15,20230215,1,PRODUCTION SD Mesa College,WD
7977721-1111100-21,20230215,1,PRODUCTION UCSD,WD
79791-1111100-0,20230215,1,Schedule #122,WD
76360-1111111-0,20230216,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20230216,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20230216,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
79397-1111100-0,20230216,1,FINAL,WD
79337-1111100-0,20230216,1,FINAL,WD
79398-1111100-0,20230216,1,FINAL,WD
79409-1111100-0,20230216,1,FINAL,WD
7940929-1111100-29,20230216,1,FINAL San Ysidro High School,WD
7940951-1111100-51,20230216,1,FINAL San Ysidro HIgh School,WD
79332-1111100-0,20230216,1,FINAL,WD
79333-1111100-0,20230216,1,FINAL,WD
7933311-1111100-11,20230216,1,FINAL Rural 892,WD
79777-1111100-0,20230216,1,PRODUCTION,WD
7977715-1111100-15,20230216,1,PRODUCTION SD Mesa College,WD
7977721-1111100-21,20230216,1,PRODUCTION UCSD,WD
79791-1111100-0,20230216,1,Schedule #122,WD
76360-1111111-0,20230217,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20230217,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20230217,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
7298755-1111100-55,20230217,1,Coronado Ferry - M-F with Events Coronado Ferry "Friday Trips",WD
79397-1111100-0,20230217,1,FINAL,WD
79337-1111100-0,20230217,1,FINAL,WD
79398-1111100-0,20230217,1,FINAL,WD
79409-1111100-0,20230217,1,FINAL,WD
79332-1111100-0,20230217,1,FINAL,WD
79333-1111100-0,20230217,1,FINAL,WD
793337-1111100-7,20230217,1,FINAL Rural 888,WD
793339-1111100-9,20230217,1,FINAL Rural 891,WD
79777-1111100-0,20230217,1,PRODUCTION,WD
7977721-1111100-21,20230217,1,PRODUCTION UCSD,WD
79791-1111100-0,20230217,1,Schedule #122,WD
76360-1111111-0,20230218,1,Old Town to Airport Shuttle,ERRdow
72986-0000010-0,20230218,1,Coronado Ferry - Sat,SA
79339-0000010-0,20230218,1,FINAL,SA
79334-0000010-0,20230218,1,FINAL,SA
79408-0000010-0,20230218,1,FINAL,SA
79778-0000010-0,20230218,1,PRODUCTION,SA
79792-0000010-0,20230218,1,Schedule #122,SA
76360-1111111-0,20230219,1,Old Town to Airport Shuttle,ERRdow
72985-0000001-0,20230219,1,Coronado Ferry - Sun,SU
79335-0000001-0,20230219,1,FINAL,SU
79407-0000001-0,20230219,1,FINAL,SU
79779-0000001-0,20230219,1,PRODUCTION,SU
79793-0000001-0,20230219,1,Schedule #122,SU
76360-1111111-0,20230220,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20230220,1,Coronado Ferry - M-F with Events,WD
79788-0000010-0,20230220,1,FINAL - PRESIDENT'S DAY,ERRdow
79786-0000010-0,20230220,1,FINAL - PRESIDENT'S DAY,ERRdow
79787-0000010-0,20230220,1,FINAL - PRESIDENT'S DAY,ERRdow
7978725-0000010-25,20230220,2,remove 904 extras,ERRdow
79785-1111100-0,20230220,1,FINAL - PRESIDENT'S DAY,ERRdow
79781-0000010-0,20230220,1,PRODUCTION - Saturday Sch.  (President's Day),ERRdow
79792-0000010-0,20230220,1,Schedule #122,SA
76360-1111111-0,20230221,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20230221,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20230221,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
79397-1111100-0,20230221,1,FINAL,WD
79337-1111100-0,20230221,1,FINAL,WD
79398-1111100-0,20230221,1,FINAL,WD
79409-1111100-0,20230221,1,FINAL,WD
7940929-1111100-29,20230221,1,FINAL San Ysidro High School,WD
7940951-1111100-51,20230221,1,FINAL San Ysidro HIgh School,WD
79332-1111100-0,20230221,1,FINAL,WD
79333-1111100-0,20230221,1,FINAL,WD
793337-1111100-7,20230221,1,FINAL Rural 888,WD
79777-1111100-0,20230221,1,PRODUCTION,WD
7977715-1111100-15,20230221,1,PRODUCTION SD Mesa College,WD
7977721-1111100-21,20230221,1,PRODUCTION UCSD,WD
79791-1111100-0,20230221,1,Schedule #122,WD
76360-1111111-0,20230222,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20230222,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20230222,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
79397-1111100-0,20230222,1,FINAL,WD
79337-1111100-0,20230222,1,FINAL,WD
79398-1111100-0,20230222,1,FINAL,WD
79409-1111100-0,20230222,1,FINAL,WD
7940929-1111100-29,20230222,1,FINAL San Ysidro High School,WD
7940951-1111100-51,20230222,1,FINAL San Ysidro HIgh School,WD
79332-1111100-0,20230222,1,FINAL,WD
79333-1111100-0,20230222,1,FINAL,WD
79777-1111100-0,20230222,1,PRODUCTION,WD
7977715-1111100-15,20230222,1,PRODUCTION SD Mesa College,WD
7977721-1111100-21,20230222,1,PRODUCTION UCSD,WD
79791-1111100-0,20230222,1,Schedule #122,WD
76360-1111111-0,20230223,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20230223,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20230223,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
79397-1111100-0,20230223,1,FINAL,WD
79337-1111100-0,20230223,1,FINAL,WD
79398-1111100-0,20230223,1,FINAL,WD
79409-1111100-0,20230223,1,FINAL,WD
7940929-1111100-29,20230223,1,FINAL San Ysidro High School,WD
7940951-1111100-51,20230223,1,FINAL San Ysidro HIgh School,WD
79332-1111100-0,20230223,1,FINAL,WD
79333-1111100-0,20230223,1,FINAL,WD
7933311-1111100-11,20230223,1,FINAL Rural 892,WD
79777-1111100-0,20230223,1,PRODUCTION,WD
7977715-1111100-15,20230223,1,PRODUCTION SD Mesa College,WD
7977721-1111100-21,20230223,1,PRODUCTION UCSD,WD
79791-1111100-0,20230223,1,Schedule #122,WD
76360-1111111-0,20230224,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20230224,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20230224,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
7298755-1111100-55,20230224,1,Coronado Ferry - M-F with Events Coronado Ferry "Friday Trips",WD
79397-1111100-0,20230224,1,FINAL,WD
79337-1111100-0,20230224,1,FINAL,WD
79398-1111100-0,20230224,1,FINAL,WD
79409-1111100-0,20230224,1,FINAL,WD
7940929-1111100-29,20230224,1,FINAL San Ysidro High School,WD
7940951-1111100-51,20230224,1,FINAL San Ysidro HIgh School,WD
79332-1111100-0,20230224,1,FINAL,WD
79333-1111100-0,20230224,1,FINAL,WD
793337-1111100-7,20230224,1,FINAL Rural 888,WD
793339-1111100-9,20230224,1,FINAL Rural 891,WD
79777-1111100-0,20230224,1,PRODUCTION,WD
7977715-1111100-15,20230224,1,PRODUCTION SD Mesa College,WD
7977721-1111100-21,20230224,1,PRODUCTION UCSD,WD
79791-1111100-0,20230224,1,Schedule #122,WD
76360-1111111-0,20230225,1,Old Town to Airport Shuttle,ERRdow
72986-0000010-0,20230225,1,Coronado Ferry - Sat,SA
79339-0000010-0,20230225,1,FINAL,SA
79334-0000010-0,20230225,1,FINAL,SA
79408-0000010-0,20230225,1,FINAL,SA
79778-0000010-0,20230225,1,PRODUCTION,SA
79792-0000010-0,20230225,1,Schedule #122,SA
76360-1111111-0,20230226,1,Old Town to Airport Shuttle,ERRdow
72985-0000001-0,20230226,1,Coronado Ferry - Sun,SU
79335-0000001-0,20230226,1,FINAL,SU
79407-0000001-0,20230226,1,FINAL,SU
79779-0000001-0,20230226,1,PRODUCTION,SU
79793-0000001-0,20230226,1,Schedule #122,SU
76360-1111111-0,20230227,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20230227,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20230227,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
79397-1111100-0,20230227,1,FINAL,WD
79337-1111100-0,20230227,1,FINAL,WD
79398-1111100-0,20230227,1,FINAL,WD
79409-1111100-0,20230227,1,FINAL,WD
7940929-1111100-29,20230227,1,FINAL San Ysidro High School,WD
7940951-1111100-51,20230227,1,FINAL San Ysidro HIgh School,WD
79332-1111100-0,20230227,1,FINAL,WD
79333-1111100-0,20230227,1,FINAL,WD
793337-1111100-7,20230227,1,FINAL Rural 888,WD
79777-1111100-0,20230227,1,PRODUCTION,WD
7977715-1111100-15,20230227,1,PRODUCTION SD Mesa College,WD
7977721-1111100-21,20230227,1,PRODUCTION UCSD,WD
79791-1111100-0,20230227,1,Schedule #122,WD
76360-1111111-0,20230228,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20230228,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20230228,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
79397-1111100-0,20230228,1,FINAL,WD
79337-1111100-0,20230228,1,FINAL,WD
79398-1111100-0,20230228,1,FINAL,WD
79409-1111100-0,20230228,1,FINAL,WD
7940929-1111100-29,20230228,1,FINAL San Ysidro High School,WD
7940951-1111100-51,20230228,1,FINAL San Ysidro HIgh School,WD
79332-1111100-0,20230228,1,FINAL,WD
79333-1111100-0,20230228,1,FINAL,WD
79777-1111100-0,20230228,1,PRODUCTION,WD
7977715-1111100-15,20230228,1,PRODUCTION SD Mesa College,WD
7977721-1111100-21,20230228,1,PRODUCTION UCSD,WD
79791-1111100-0,20230228,1,Schedule #122,WD
76360-1111111-0,20230301,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20230301,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20230301,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
79397-1111100-0,20230301,1,FINAL,WD
79337-1111100-0,20230301,1,FINAL,WD
79398-1111100-0,20230301,1,FINAL,WD
79409-1111100-0,20230301,1,FINAL,WD
7940929-1111100-29,20230301,1,FINAL San Ysidro High School,WD
7940951-1111100-51,20230301,1,FINAL San Ysidro HIgh School,WD
79332-1111100-0,20230301,1,FINAL,WD
79333-1111100-0,20230301,1,FINAL,WD
79777-1111100-0,20230301,1,PRODUCTION,WD
7977715-1111100-15,20230301,1,PRODUCTION SD Mesa College,WD
7977721-1111100-21,20230301,1,PRODUCTION UCSD,WD
79791-1111100-0,20230301,1,Schedule #122,WD
76360-1111111-0,20230302,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20230302,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20230302,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
79397-1111100-0,20230302,1,FINAL,WD
79337-1111100-0,20230302,1,FINAL,WD
79398-1111100-0,20230302,1,FINAL,WD
79409-1111100-0,20230302,1,FINAL,WD
7940929-1111100-29,20230302,1,FINAL San Ysidro High School,WD
7940951-1111100-51,20230302,1,FINAL San Ysidro HIgh School,WD
79332-1111100-0,20230302,1,FINAL,WD
79333-1111100-0,20230302,1,FINAL,WD
7933311-1111100-11,20230302,1,FINAL Rural 892,WD
79777-1111100-0,20230302,1,PRODUCTION,WD
7977715-1111100-15,20230302,1,PRODUCTION SD Mesa College,WD
7977721-1111100-21,20230302,1,PRODUCTION UCSD,WD
79791-1111100-0,20230302,1,Schedule #122,WD
76360-1111111-0,20230303,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20230303,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20230303,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
7298755-1111100-55,20230303,1,Coronado Ferry - M-F with Events Coronado Ferry "Friday Trips",WD
79397-1111100-0,20230303,1,FINAL,WD
79337-1111100-0,20230303,1,FINAL,WD
79398-1111100-0,20230303,1,FINAL,WD
79409-1111100-0,20230303,1,FINAL,WD
7940929-1111100-29,20230303,1,FINAL San Ysidro High School,WD
79332-1111100-0,20230303,1,FINAL,WD
79333-1111100-0,20230303,1,FINAL,WD
793337-1111100-7,20230303,1,FINAL Rural 888,WD
793339-1111100-9,20230303,1,FINAL Rural 891,WD
79777-1111100-0,20230303,1,PRODUCTION,WD
7977715-1111100-15,20230303,1,PRODUCTION SD Mesa College,WD
7977721-1111100-21,20230303,1,PRODUCTION UCSD,WD
79791-1111100-0,20230303,1,Schedule #122,WD
76360-1111111-0,20230304,1,Old Town to Airport Shuttle,ERRdow
72986-0000010-0,20230304,1,Coronado Ferry - Sat,SA
79339-0000010-0,20230304,1,FINAL,SA
79334-0000010-0,20230304,1,FINAL,SA
79408-0000010-0,20230304,1,FINAL,SA
79778-0000010-0,20230304,1,PRODUCTION,SA
79792-0000010-0,20230304,1,Schedule #122,SA
76360-1111111-0,20230305,1,Old Town to Airport Shuttle,ERRdow
72985-0000001-0,20230305,1,Coronado Ferry - Sun,SU
79335-0000001-0,20230305,1,FINAL,SU
79407-0000001-0,20230305,1,FINAL,SU
79779-0000001-0,20230305,1,PRODUCTION,SU
79793-0000001-0,20230305,1,Schedule #122,SU
76360-1111111-0,20230306,1,Old Town to Airport Shuttle,ERRdow
72987-1111100-0,20230306,1,Coronado Ferry - M-F with Events,WD
7298753-1111100-53,20230306,1,Coronado Ferry - M-F with Events Coronado Ferry Commuter,WD
79397-1111100-0,20230306,1,FINAL,WD
79337-1111100-0,20230306,1,FINAL,WD
79398-1111100-0,20230306,1,FINAL,WD
79409-1111100-0,20230306,1,FINAL,WD
7940929-1111100-29,20230306,1,FINAL San Ysidro High School,WD
7940951-1111100-51,20230306,1,FINAL San Ysidro HIgh School,WD
79332-1111100-0,20230306,1,FINAL,WD
79333-1111100-0,20230306,1,FINAL,WD
793337-1111100-7,20230306,1,FINAL Rural 888,WD
